Edad,Sexo,Carrera,Escala,Costo,Antigüedad,Marca,Tipo,RAM,Tiempo de uso,Factor importante,Publicidad,Sistema operativo,Satisfacción
20,Masculino,Ciencias de la Salud,A,8500,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:10:05,Rendimiento,Nada influenciado,Windows,Algo satisfecho
19,Masculino,Computación,D,2999,1,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,5:02:05,Rendimiento,Muy influenciado,Windows,Súper satisfecho
20,Masculino,Ciencias de la Salud,B,3299,0 (Menos de 1 año),HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",475 GB,6:00:00,"Precio, Estética, 360° y que incluya un lapiz",Nada influenciado,Windows,Algo satisfecho
23,Masculino,Ingeniería,E,3500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,1:30:00,"Precio, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
19,Masculino,Ciencias Sociales,D,5,0 (Menos de 1 año),Dell,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,6:47:12,Estética,Poco influenciado,Windows,Neutral
18,Masculino,"Turismo, Hotelería y Gastronomía",C,3000,5,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,6:00:00,Recomendación,Nada influenciado,Windows,Algo satisfecho
24,Masculino,Ingeniería,C,7299,0 (Menos de 1 año),HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",32 GB,9:42:45,"Marca, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
18,Femenino,Ciencias de la Salud,D,2100,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,2:00:00,"Precio, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Neutral
21,Femenino,Ingeniería,D,4000,4,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
19,Femenino,Ciencias Económicas y Empresariales,E,1500,2,Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,3:30:00,Precio,Neutral,Windows,Poco satisfecho
19,Femenino,Ingeniería,B,6400,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,7:30:00,"Precio, Marca, Rendimiento, Portabilidad",Poco influenciado,Windows,Poco satisfecho
27,Masculino,Ciencias Económicas y Empresariales,D,3400,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,7:30:00,Marca,Neutral,Windows,Súper satisfecho
17,Masculino,Derecho y Ciencias Jurídicas,B,1300,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,6:30:00,"Precio, Oferta, Marca, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
17,Masculino,Computación,C,2800,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,12:00:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
17,Masculino,Computación,E,2230,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,14:00:00,Precio,Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,4700,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,2:30:00,"Recomendación, Rendimiento, Estética",Nada influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,C,2599.9,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,Rendimiento,Neutral,Windows,Algo satisfecho
18,Masculino,Computación,E,2000,1,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,12:00:00,"Precio, Marca, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
20,Femenino,Derecho y Ciencias Jurídicas,C,2700,2,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,8:15:45,Estética,Algo Influenciado,Windows,Algo satisfecho
21,Masculino,Ingeniería,E,4000,5,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,8:00:00,"Precio, Marca, Portabilidad",Muy influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,D,3100,2,Omen,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,2:30:45,"Precio, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Poco influenciado,Windows,Súper satisfecho
18,Femenino,Ingeniería,D,1199,5,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,10:10:03,"Oferta, Memoria ",Nada influenciado,Windows,Neutral
19,Femenino,Derecho y Ciencias Jurídicas,A,2349.99,5,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,6:30:01,Rendimiento,Poco influenciado,Windows,Súper satisfecho
21,Masculino,Ingeniería,D,2800,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,8:38:20,"Precio, Rendimiento",Algo Influenciado,Windows,Neutral
18,Masculino,Derecho y Ciencias Jurídicas,E,2500,1,Lenovo,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,12:00:00,"Precio, Recomendación, Rendimiento",Poco influenciado,Windows,Súper satisfecho
21,Femenino,Ingeniería,E,2500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,8:40:00,"Precio, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,2700,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,12:00:00,Portabilidad,Neutral,Windows,Algo satisfecho
18,Femenino,Ingeniería,D,4880,0 (Menos de 1 año),Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,9:30:45,Beca,Neutral,Windows,Algo satisfecho
18,Femenino,Computación,D,1000,3,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,6:20:00,"Marca, Rendimiento, Portabilidad",Nada influenciado,MacOS,Súper satisfecho
22,Masculino,Ciencias Económicas y Empresariales,E,2700,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,12:00:00,"Rendimiento, Necesidad",Poco influenciado,Windows,Algo satisfecho
20,Masculino,Computación,C,1556,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:00:00,"Precio, Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
19,Masculino,Computación,B,1849.95,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,9:45:00,"Precio, Oferta, Rendimiento, Portabilidad",Poco influenciado,Linux,Algo satisfecho
19,Masculino,Ingeniería,D,2999.9,3,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,14:30:00,"Precio, Marca, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
20,Femenino,Computación,B,3900,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,Rendimiento,Neutral,Windows,Súper satisfecho
22,Masculino,Computación,C,3500,6,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Precio, Oferta, Marca, Rendimiento, Estética",Nada influenciado,Windows,Súper satisfecho
20,Masculino,Computación,C,2500,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,8:00:00,"Precio, Recomendación, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Computación,C,3500,2,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Marca, Rendimiento, Portabilidad",Poco influenciado,Windows,Súper satisfecho
20,Masculino,Computación,D,2500,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,7:00:00,"Precio, Oferta, Rendimiento",Nada influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,C,8000,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,10:00:00,"Rendimiento, Estética",Neutral,Windows,Algo satisfecho
19,Femenino,Computación,A,4500,0 (Menos de 1 año),Lenovo,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",32 GB,6:00:00,"Marca, Recomendación, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
22,Masculino,Computación,E,1400,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,8:50:25,"Precio, Oferta",Nada influenciado,Windows,Poco satisfecho
18,Masculino,Computación,C,2530,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,1:56:20,"Precio, Oferta, Rendimiento",Nada influenciado,Windows,Algo satisfecho
23,Masculino,Ingeniería,E,2100,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,8:00:00,"Precio, Marca",Poco influenciado,Windows,Súper satisfecho
18,Femenino,Ingeniería,D,4890,0 (Menos de 1 año),Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,9:20:30,Beca,Neutral,Windows,Algo satisfecho
20,Masculino,Computación,E,7000,0 (Menos de 1 año),Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,5:00:00,"Marca, Recomendación, Rendimiento, Portabilidad, Estética",Poco influenciado,MacOS,Algo satisfecho
20,Masculino,Computación,E,2200,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,10:30:00,"Precio, Marca, Portabilidad",Algo Influenciado,Windows,Neutral
20,Masculino,Computación,C,2500,4,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",12 GB,5:00:00,Portabilidad,Neutral,Linux,Algo satisfecho
20,Masculino,Computación,B,3000,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:00:00,"Precio, Oferta, Marca, Rendimiento",Nada influenciado,Linux,Súper satisfecho
21,Masculino,Ingeniería,D,2700,1,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:04:02,"Precio, Marca, Rendimiento",Poco influenciado,Windows,Algo satisfecho
20,Femenino,Ingeniería,B,3000,4,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,13:34:00,"Marca, Rendimiento, Portabilidad, Estética",Neutral,MacOS,Súper satisfecho
20,Masculino,Ingeniería,D,3000,3,Asus,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",12 GB,10:30:55,"Precio, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
22,Masculino,Ingeniería,D,3550,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,14:00:00,"Precio, Oferta, Rendimiento",Nada influenciado,Windows,Algo satisfecho
20,Masculino,Computación,C,4700,4,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",8 GB,8:32:23,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Poco influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,3600,6,Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",20,8:00:00,"Marca, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
18,Masculino,Computación,C,2000,7,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:30:00,"Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
20,Femenino,Ingeniería,E,2000,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:00:00,"Precio, Recomendación",Neutral,Windows,Neutral
19,Masculino,Computación,B,2000,3,Asus,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:30:00,"Precio, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
20,Masculino,Ingeniería,A,1500,2,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,2:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
20,Femenino,Ingeniería,C,2400,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:00:00,Precio,Muy influenciado,Android,Súper satisfecho
22,Masculino,Ingeniería,E,2200,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,7:02:37,Rendimiento,Neutral,Windows,Algo satisfecho
17,Masculino,"Defensa, Seguridad y Ciencias Militares",E,5000,5,Toshiba,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,1:01:01,Precio,Neutral,Windows,Muy insatisfecho
20,Masculino,Ingeniería,C,3659.7,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:45:20,"Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,B,4000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:00:00,Rendimiento,Poco influenciado,Windows,Súper satisfecho
17,Masculino,Computación,C,2900,0 (Menos de 1 año),Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,8:20:40,Oferta,Neutral,Windows,Súper satisfecho
16,Masculino,Computación,E,2123.5,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,19:30:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Muy influenciado,Windows,Neutral
17,Masculino,Computación,E,3200,4,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,6:00:00,Oferta,Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Computación,C,6500,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,12:00:00,"Marca, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,3400,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,6:53:07,Rendimiento,Neutral,Windows,Algo satisfecho
21,Masculino,Ciencias Sociales,C,3500,1,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,3:20:37,"Portabilidad, Estética",Neutral,Windows,Súper satisfecho
23,Femenino,Ciencias Económicas y Empresariales,D,1500,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,4:20:00,Precio,Neutral,Windows,Poco satisfecho
23,Masculino,Ingeniería,A,4100,2,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:20:14,"Recomendación, Portabilidad, Estética",Muy influenciado,MacOS,Súper satisfecho
18,Masculino,Ingeniería,E,2800,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:30:00,"Oferta, Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
19,Masculino,Ingeniería,D,3000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Neutral
22,Masculino,Ingeniería,D,3000,5,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,4:00:00,"Precio, Marca, Rendimiento",Poco influenciado,Windows,Algo satisfecho
19,Masculino,Computación,D,2999.9,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,6:12:32,"Precio, Oferta, Marca, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,B,2960,2,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:30:01,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
21,Masculino,Ingeniería,D,3100,4,Acer,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",8 GB,5:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Súper satisfecho
20,Masculino,Computación,C,3000,3,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,16:00:00,Precio,Nada influenciado,Windows,Neutral
20,Masculino,Ingeniería,E,1500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:38:30,Precio,Algo Influenciado,Windows,Neutral
21,Masculino,Humanidades o Letras,B,2500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,4:59:59,Rendimiento,Algo Influenciado,Linux,Algo satisfecho
24,Masculino,Ingeniería,D,3000,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Precio, Oferta, Marca, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Computación,D,3000,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,3:31:00,"Precio, Rendimiento",Nada influenciado,Windows,Súper satisfecho
18,Femenino,Ciencias Económicas y Empresariales,E,3500,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",1 T,6:35:00,"Precio, Marca, Rendimiento",Neutral,Windows,Súper satisfecho
17,Masculino,Computación,D,3000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Oferta, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,B,6799,3,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,5:30:00,"Marca, Rendimiento",Neutral,Windows,Algo satisfecho
17,Masculino,Computación,D,3000,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:52:21,"Precio, Oferta, Marca, Recomendación, Portabilidad",Neutral,Windows,Súper satisfecho
19,Femenino,Ingeniería,C,3560,0 (Menos de 1 año),Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",64 GB,8:03:02,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,D,5990.5,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,4:30:00,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,2299,1,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:17:00,Recomendación,Nada influenciado,Windows,Algo satisfecho
16,Masculino,Ingeniería,E,3199.9,0 (Menos de 1 año),Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:00:00,"Marca, Recomendación",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,D,2300,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:02:36,Precio,Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,C,2299.9,3,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:39:12,"Precio, Oferta",Nada influenciado,Windows,Algo satisfecho
19,Femenino,Derecho y Ciencias Jurídicas,B,3500,4,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,3:00:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,B,1285.49,1,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:00:00,"Precio, Oferta, Recomendación, Portabilidad",Muy influenciado,Windows,Neutral
18,Masculino,Humanidades o Letras,B,2699,5,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:30:00,"Precio, Oferta",Nada influenciado,Windows,Neutral
18,Masculino,Artes,A,5100,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,B,3999.9,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,3:00:00,"Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Computación,D,4000,1,Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:30:00,Regalo,Algo Influenciado,Windows,Súper satisfecho
22,Masculino,Artes,C,5715,2,Acer,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,5:30:25,"Precio, Oferta, Marca",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,C,2700,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",32 GB,4:00:00,"Precio, Rendimiento",Neutral,Windows,Algo satisfecho
16,Masculino,Ingeniería,B,2950,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,2:00:00,"Precio, Marca, Recomendación, Rendimiento",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Humanidades o Letras,A,0.001,"3, 8 años de uso (segunda mano)",Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:24:00,"Recomendación, Rendimiento, Mal funcionamiento de la laptop anterior, fue un regalo de segunda mano",Nada influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,3500,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,18:00:00,Marca,Neutral,Windows,Súper satisfecho
18,Femenino,Ingeniería,B,1000,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,3:00:00,"Oferta, Portabilidad",Nada influenciado,Windows,Algo satisfecho
22,Masculino,Ingeniería,C,1800,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,4:20:18,Recomendación,Poco influenciado,Windows,Neutral
18,Masculino,Ingeniería,C,4000,4,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,2:08:00,Recomendación,Nada influenciado,Windows,Muy insatisfecho
18,Femenino,Derecho y Ciencias Jurídicas,B,3199.9,2,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",12 GB,3:20:00,"Marca, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,2199.9,2,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:30:00,"Precio, Rendimiento",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ciencias de la Salud,B,2000,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:00:00,"Precio, Marca, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Computación,A,3869.99,1,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,5:30:00,Recomendación,Nada influenciado,Windows,Súper satisfecho
18,Masculino,Computación,B,5899.9,1,HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",64 GB,8:30:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad, Estética",Neutral,Windows,Algo satisfecho
20,Masculino,Ingeniería,D,2999,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,8:40:30,"Precio, Oferta, Marca, Recomendación",Neutral,Windows,Algo satisfecho
19,Femenino,Computación,C,6999.9,0 (Menos de 1 año),Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,15:28:54,"Rendimiento, Portabilidad",Algo Influenciado,MacOS,Súper satisfecho
21,Femenino,Ingeniería,C,2700,3,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,9:00:00,Rendimiento,Neutral,Windows,Súper satisfecho
18,Femenino,"Turismo, Hotelería y Gastronomía",B,2790.9,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,1:00:00,Recomendación,Nada influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,1499.9,5,HP,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,3:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Neutral
23,Femenino,Ingeniería,C,3500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,3:00:00,"Oferta, Marca",Muy influenciado,Windows,Súper satisfecho
20,Femenino,Artes,D,5500,3,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,Rendimiento,Muy influenciado,Windows,Súper satisfecho
21,Masculino,Ingeniería,A,4500,5,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,15:00:00,"Recomendación, Rendimiento, Estética",Muy influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,C,3000,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:05:59,Recomendación,Algo Influenciado,Windows,Neutral
